Location_City,Location_District,Listing_Date,Square_Footage,Bedrooms,Bathrooms,Year_Built,Build_Quality_Rating,Market_Trend_Index,Sale_Price_GBP,Agent_Commission_Percentage,Days_On_Market,Revenue_GBP_Monthly,Listing_Year,Listing_Month,Days_Since_Listed,Log_Sale_Price,Property_Age,Property_Type_FreqEnc,Transaction_Type_FreqEnc,Revenue_Activity_FreqEnc
0,20,2022-09-04,1089,4,1,1985,7,1.09,725227.06,2.16,114,1305.41,2022,9,1088,13.494241449888694,37,0.3374,0.6942,0.6942
2,26,2020-06-25,1787,5,4,1989,9,0.91,1048131.42,1.42,173,58674.15,2020,6,1889,13.86252049084284,31,0.3374,0.3058,0.1044
2,9,2025-04-10,2603,1,1,1958,2,1.06,1173127.78,2.57,84,2512.45,2025,4,139,13.975184908480745,67,0.3374,0.6942,0.6942
1,10,2023-07-04,2097,3,2,1983,5,1.14,1690668.7,2.61,99,51472.77,2023,7,785,14.340635280593517,40,0.3341,0.3058,0.1019
0,25,2022-04-03,1265,5,2,1953,2,1.07,660622.58,2.08,46,1145.08,2022,4,1242,13.400939486124669,69,0.3374,0.6942,0.6942
2,6,2020-05-22,2831,5,2,2006,6,0.89,1858997.07,2.47,32,3826.44,2020,5,1923,14.435548228510466,14,0.3374,0.6942,0.6942
2,27,2021-02-01,970,4,1,1958,9,0.86,520721.48,2.62,67,1136.91,2021,2,1668,13.162972510871278,63,0.3285,0.6942,0.6942
0,1,2021-10-30,1704,5,3,2019,1,1.13,1383667.01,2.09,76,50462.33,2021,10,1397,14.140248509216992,2,0.3374,0.3058,0.1044
1,19,2022-05-24,3575,2,1,1962,3,1.07,2468865.98,1.65,152,3394.69,2022,5,1191,14.719269890812766,60,0.3374,0.6942,0.6942
1,4,2022-04-27,2815,1,1,1955,6,1.15,2697325.45,1.4,156,3146.88,2022,4,1218,14.807771636695293,67,0.3374,0.6942,0.6942
0,21,2024-10-06,2213,2,2,1997,8,1.09,1231608.79,1.76,9,1806.36,2024,10,325,14.023832644010309,27,0.3341,0.6942,0.6942
1,14,2023-10-28,1800,3,1,2002,9,1.14,2242501.39,1.8,12,3363.75,2023,10,669,14.623102938689325,21,0.3285,0.6942,0.6942
2,27,2022-07-06,3073,2,2,1975,3,1.15,1915537.45,2.89,172,82324.52,2022,7,1148,14.465509316009346,47,0.3285,0.3058,0.0995
0,18,2020-05-24,1639,3,3,2007,3,0.94,882928.18,1.35,45,47885.7,2020,5,1921,13.691000272519087,13,0.3341,0.3058,0.0995
1,12,2020-11-12,3904,4,1,2020,6,0.86,1308564.41,2.92,160,75101.03,2020,11,1749,14.084441988239444,0,0.3285,0.3058,0.0995
1,8,2024-10-21,2703,5,2,1955,3,1.11,1112931.53,1.71,122,1585.93,2024,10,310,13.922509008474128,69,0.3341,0.6942,0.6942
2,9,2024-01-29,1345,5,4,1981,2,1.14,1224757.9,1.45,164,20962.36,2024,1,576,14.01825456626356,43,0.3285,0.3058,0.1044
1,23,2019-06-01,2798,2,2,1986,2,1.01,1742343.17,2.84,24,4123.55,2019,6,2279,14.370741988636457,33,0.3374,0.6942,0.6942
0,11,2021-05-14,1755,5,2,1973,4,0.86,629333.95,1.12,42,587.38,2021,5,1566,13.352418905872106,48,0.3285,0.6942,0.6942
0,1,2024-01-01,1051,1,1,1950,3,1.07,458763.0,2.77,97,1058.98,2024,1,604,13.036291195596434,74,0.3341,0.6942,0.6942
1,19,2022-11-04,3119,2,2,1981,8,1.14,2349274.03,1.73,113,49776.47,2022,11,1027,14.669617340652744,41,0.3374,0.3058,0.0995
2,16,2021-02-12,2688,3,2,2016,9,0.88,1667609.63,1.97,58,69922.05,2021,2,1657,14.326902399398781,5,0.3285,0.3058,0.0995
1,10,2018-08-10,2668,2,1,1962,8,1.0,1667878.43,2.46,73,3419.15,2018,8,2574,14.32706357511554,56,0.3341,0.6942,0.6942
2,16,2024-05-06,2702,5,2,1982,9,1.09,1588143.11,2.06,119,2726.31,2024,5,478,14.27807666604202,42,0.3285,0.6942,0.6942
1,22,2018-05-15,3619,1,1,1993,3,0.99,1918976.55,2.7,154,127224.04,2018,5,2661,14.467303076119947,25,0.3374,0.3058,0.0995
1,14,2020-04-04,2920,5,3,1977,2,0.89,2270330.79,1.04,165,86217.64,2020,4,1971,14.63543654177241,43,0.3374,0.3058,0.1044
0,21,2021-01-07,3249,5,1,1950,7,0.91,1392080.05,2.71,134,58029.72,2021,1,1693,14.146310343756172,71,0.3374,0.3058,0.1019
0,11,2021-10-11,1363,4,1,2006,3,1.15,851673.26,2.63,149,37184.4,2021,10,1416,13.654959408763359,15,0.3374,0.3058,0.0995
0,25,2022-10-11,711,3,2,2012,6,1.1,457740.76,1.96,52,27810.03,2022,10,1051,13.034060461282436,10,0.3341,0.3058,0.1044
1,17,2018-06-29,678,5,3,1975,10,0.98,750560.84,2.4,147,1501.12,2018,6,2616,13.528577325062157,43,0.3341,0.6942,0.6942
0,20,2024-01-23,1031,2,2,1992,8,1.08,719183.34,2.59,125,1552.24,2024,1,582,13.485872987708937,32,0.3285,0.6942,0.6942
0,1,2020-02-28,1652,5,2,1996,9,1.01,1193527.6,1.75,39,1740.56,2020,2,2007,13.992424687607551,24,0.3341,0.6942,0.6942
0,15,2018-09-07,854,5,3,1980,4,1.0,600175.94,2.01,139,1005.29,2018,9,2546,13.304979790723825,38,0.3285,0.6942,0.6942
1,4,2018-10-27,643,2,1,1992,3,0.99,408110.66,2.79,48,948.86,2018,10,2496,12.919296092414314,26,0.3374,0.6942,0.6942
1,28,2022-05-13,3906,4,3,2015,4,1.15,2629706.03,2.39,31,5237.5,2022,5,1202,14.782383002511752,7,0.3374,0.6942,0.6942
1,0,2019-04-22,3946,4,4,1987,1,0.99,2105959.92,2.83,22,69891.95,2019,4,2319,14.56028241499866,32,0.3285,0.3058,0.1044
0,15,2018-10-16,3867,1,1,1970,8,0.99,1545141.99,2.89,25,3721.22,2018,10,2507,14.250627014193293,48,0.3285,0.6942,0.6942
0,20,2020-12-03,909,4,1,1983,5,0.87,375346.9,2.62,49,819.51,2020,12,1728,12.835608608207291,37,0.3341,0.6942,0.6942
1,5,2018-10-27,927,2,2,2011,7,0.98,495019.66,2.13,104,878.66,2018,10,2496,13.112354778053584,7,0.3374,0.6942,0.6942
2,24,2021-12-25,2548,3,1,1965,8,1.11,1942494.33,2.67,136,4322.05,2021,12,1341,14.479483957102646,56,0.3285,0.6942,0.6942
2,9,2019-09-18,591,3,1,1963,2,1.02,204477.08,1.65,77,281.16,2019,9,2170,12.228216060455862,56,0.3341,0.6942,0.6942
0,21,2018-02-06,2360,4,3,1953,2,1.02,1557986.37,1.43,114,87688.95,2018,2,2759,14.258905398833118,65,0.3285,0.3058,0.1044
2,9,2024-11-30,1141,3,3,1997,9,1.09,604576.77,1.96,83,24510.43,2024,11,270,13.312285592540384,27,0.3374,0.3058,0.0995
2,26,2021-08-07,3807,2,1,1957,7,1.15,3002542.62,1.79,81,4478.79,2021,8,1481,14.914970360724169,64,0.3374,0.6942,0.6942
1,5,2018-03-07,2597,2,2,1978,2,1.0,1664737.42,2.79,23,41357.91,2018,3,2730,14.325178563949276,40,0.3374,0.3058,0.1019
0,25,2018-04-02,681,3,3,2002,6,1.01,464435.6,2.83,89,1095.29,2018,4,2704,13.04858033706993,16,0.3341,0.6942,0.6942
1,28,2019-01-11,1238,3,2,1995,8,0.99,725242.88,1.89,93,44292.9,2019,1,2420,13.494263263478553,24,0.3285,0.3058,0.1019
2,24,2022-12-20,1323,1,1,2015,1,1.1,617019.37,1.05,158,37757.44,2022,12,981,13.332657316929266,7,0.3374,0.3058,0.0995
2,24,2018-06-19,2590,3,2,1991,6,0.98,1331119.49,2.68,166,49160.75,2018,6,2626,14.101531619200385,27,0.3341,0.3058,0.1044
1,28,2022-02-20,2246,2,2,1978,2,1.09,1021516.84,2.74,115,2332.46,2022,2,1284,13.836800157600281,44,0.3285,0.6942,0.6942
1,23,2020-04-23,2425,3,2,1960,7,0.86,1388521.14,1.6,60,1851.36,2020,4,1952,14.14375053086654,60,0.3341,0.6942,0.6942
2,26,2020-04-20,3747,5,5,2010,3,0.86,1664892.61,1.32,117,1831.38,2020,4,1955,14.325271781457225,10,0.3285,0.6942,0.6942
2,9,2019-08-05,2471,3,1,1986,5,1.02,1773349.87,2.99,162,52371.36,2019,8,2214,14.388381461698565,33,0.3374,0.3058,0.1044
1,4,2018-01-25,2165,2,1,1987,2,0.98,1990345.5,1.62,96,2686.97,2018,1,2771,14.503819302146457,31,0.3285,0.6942,0.6942
1,0,2025-05-01,2044,2,1,1975,9,1.07,1752276.77,2.37,16,46459.63,2025,5,118,14.376427082432167,50,0.3341,0.3058,0.1044
1,8,2021-04-22,3245,4,2,1994,2,0.94,1940684.54,1.25,140,2021.55,2021,4,1588,14.478551839752656,27,0.3341,0.6942,0.6942
0,1,2018-01-20,3392,3,1,1976,8,0.98,1491110.94,1.64,6,67586.84,2018,1,2776,14.215032668058171,42,0.3341,0.3058,0.1019
2,3,2023-12-05,1093,3,2,1966,10,1.13,669408.63,2.57,122,23620.59,2023,12,631,13.414151453673215,57,0.3341,0.3058,0.0995
0,11,2021-04-06,1691,4,4,1988,8,0.89,1130834.28,2.2,111,2073.2,2021,4,1604,13.938467103465932,33,0.3374,0.6942,0.6942
0,21,2019-05-28,1229,5,3,1959,3,1.01,823173.84,1.79,163,1227.9,2019,5,2283,13.620923899380866,60,0.3285,0.6942,0.6942
1,8,2021-06-04,991,3,1,1972,6,0.9,493049.48,1.83,45,23766.01,2021,6,1545,13.108366841292098,49,0.3341,0.3058,0.0995
1,13,2020-05-22,1739,2,2,2008,8,0.89,1178522.79,1.92,119,37126.09,2020,5,1923,13.979773187832555,12,0.3285,0.3058,0.1044
1,10,2018-02-22,2620,5,1,1981,8,0.99,1062766.7,2.09,55,1850.99,2018,2,2743,13.876387100987074,37,0.3285,0.6942,0.6942
0,25,2022-09-15,2032,5,1,2017,1,1.15,1493469.49,1.6,159,66610.13,2022,9,1077,14.216613157487616,5,0.3341,0.3058,0.1044
1,0,2021-10-09,1986,5,5,1982,10,1.06,1185912.68,1.14,71,1126.62,2021,10,1418,13.986024073428979,39,0.3285,0.6942,0.6942
0,15,2019-07-24,539,1,1,1981,1,0.99,269744.94,1.61,65,17275.95,2019,7,2226,12.505235832033991,38,0.3285,0.3058,0.1019
1,7,2024-09-22,3893,5,4,1990,4,1.12,1949492.95,2.64,145,94162.78,2024,9,339,14.483080384040138,34,0.3374,0.3058,0.1019
2,27,2022-03-19,1312,5,2,2002,8,1.05,783355.07,2.27,106,1481.85,2022,3,1257,13.571342622562915,20,0.3285,0.6942,0.6942
0,21,2018-08-22,761,1,1,2015,4,1.0,422271.02,2.81,21,988.82,2018,8,2562,12.953404982511035,3,0.3341,0.6942,0.6942
1,13,2020-03-22,3267,5,1,1956,6,0.88,1780353.97,2.9,177,101299.84,2020,3,1984,14.39232332373479,64,0.3285,0.3058,0.1019
2,6,2021-12-07,519,2,2,1999,10,1.09,383882.42,1.35,17,8496.51,2021,12,1359,12.858094191725952,22,0.3285,0.3058,0.1044
1,2,2025-05-18,3874,5,5,1985,7,1.06,3459194.82,2.41,54,117754.35,2025,5,101,15.056546698054419,40,0.3374,0.3058,0.1019
2,16,2019-07-29,2637,1,1,1998,3,0.99,904829.13,1.18,104,889.75,2019,7,2221,13.715502503406444,21,0.3341,0.6942,0.6942
2,16,2023-08-02,1402,2,2,1991,5,1.13,746232.44,2.72,154,1691.46,2023,8,756,13.522793752487953,32,0.3285,0.6942,0.6942
2,3,2024-05-19,943,2,2,1983,8,1.11,450699.08,2.25,12,845.06,2024,5,465,13.018557386180388,41,0.3341,0.6942,0.6942
0,25,2025-02-19,981,4,3,1997,8,1.09,887728.22,1.34,106,991.3,2025,2,189,13.696422043040528,28,0.3374,0.6942,0.6942
0,1,2022-05-04,2108,5,5,2003,7,1.05,1418263.43,1.2,116,1418.26,2022,5,1211,14.164944449647894,19,0.3285,0.6942,0.6942
2,16,2022-09-28,2402,2,2,1975,2,1.15,1760771.41,1.07,166,1570.02,2022,9,1064,14.381263140057545,47,0.3285,0.6942,0.6942
0,1,2022-01-04,1213,3,3,1973,9,1.07,599728.12,2.79,174,1394.37,2022,1,1331,13.304233365589857,49,0.3285,0.6942,0.6942
2,27,2021-03-07,700,2,1,2016,10,0.93,469295.19,1.4,60,547.51,2021,3,1634,13.05898938327523,5,0.3285,0.6942,0.6942
1,0,2023-04-13,1757,2,1,1984,1,1.09,968737.58,1.97,47,1590.34,2023,4,867,13.783750071193113,39,0.3374,0.6942,0.6942
0,1,2021-11-19,1409,4,3,1976,4,1.05,590051.56,1.05,49,516.3,2021,11,1377,13.287966896659855,45,0.3285,0.6942,0.6942
2,27,2021-08-08,3758,2,2,1950,2,1.06,2619086.08,2.71,77,5914.77,2021,8,1480,14.778336372268909,71,0.3285,0.6942,0.6942
0,18,2025-02-05,2994,4,4,2022,1,1.05,1436491.29,1.75,170,2094.88,2025,2,203,14.177714790175104,3,0.3285,0.6942,0.6942
0,15,2023-03-21,1236,1,1,1996,5,1.09,599193.25,1.17,25,30195.13,2023,3,890,13.303341115010932,27,0.3285,0.3058,0.0995
0,18,2018-02-07,3695,2,2,2003,3,0.99,1590507.79,1.99,114,2637.59,2018,2,2758,14.279564516720038,15,0.3341,0.6942,0.6942
1,10,2024-07-20,1279,1,1,1950,7,1.09,738546.45,2.51,65,35646.18,2024,7,403,13.51244063075139,74,0.3374,0.3058,0.1019
1,14,2024-09-03,2855,4,2,1981,10,1.13,3849572.21,2.22,156,55703.0,2024,9,358,15.163472845573693,43,0.3374,0.3058,0.1044
2,9,2022-06-11,2215,1,1,1962,1,1.13,1263020.58,1.34,9,57302.52,2022,6,1173,14.049017487489113,60,0.3374,0.3058,0.1044
2,3,2023-05-21,1134,2,2,1992,4,1.09,520111.62,2.11,177,914.53,2023,5,829,13.16180064403129,31,0.3374,0.6942,0.6942
2,26,2022-12-31,3145,1,1,1984,6,1.15,1459818.8,1.99,54,77025.94,2022,12,970,14.193823561409536,38,0.3341,0.3058,0.1044
0,18,2024-02-18,2507,2,1,1966,3,1.09,874315.62,1.63,121,1187.61,2024,2,556,13.681197854481614,58,0.3374,0.6942,0.6942
1,13,2019-11-25,1109,5,5,1984,9,0.99,571997.88,1.63,74,34275.06,2019,11,2102,13.25689231231806,35,0.3374,0.3058,0.0995
2,27,2023-03-31,2806,5,3,2001,9,1.08,2017677.7,1.91,33,3211.47,2023,3,880,14.517458250172732,22,0.3341,0.6942,0.6942
0,21,2020-08-22,3403,2,1,1957,4,0.91,1329288.02,2.15,121,2381.64,2020,8,1831,14.100154785835118,63,0.3341,0.6942,0.6942
0,18,2023-08-01,2950,4,2,1997,6,1.13,1589118.13,1.97,78,2608.8,2023,8,757,14.278690414388919,26,0.3374,0.6942,0.6942
2,27,2023-07-27,1675,2,1,2020,9,1.08,970260.77,2.35,127,35526.34,2023,7,762,13.785321180051673,3,0.3374,0.3058,0.1019
1,28,2018-03-01,3786,1,1,1996,8,1.0,1461768.3,2.46,36,98295.04,2018,3,2736,14.1951581093029,22,0.3341,0.3058,0.0995
2,6,2022-06-24,3546,2,2,2022,7,1.12,1811278.89,2.21,105,57957.75,2022,6,1160,14.409544274896325,0,0.3285,0.3058,0.1044
2,3,2023-09-12,3036,1,1,2008,1,1.08,1627234.47,1.5,88,2034.04,2023,9,715,14.30239310221978,15,0.3285,0.6942,0.6942
1,10,2020-10-30,2975,3,1,1976,2,0.9,945586.43,1.7,83,1339.58,2020,10,1762,13.759561632398409,44,0.3285,0.6942,0.6942
0,1,2022-07-12,2931,1,1,1993,5,1.06,1406598.57,1.07,165,69829.82,2022,7,1142,14.156685697154316,29,0.3285,0.3058,0.1019
1,2,2023-04-15,3178,5,3,1982,3,1.13,1576083.28,1.68,30,2206.52,2023,4,865,14.270454025127469,41,0.3341,0.6942,0.6942
0,20,2019-08-06,2639,2,1,2011,7,0.98,1465978.05,2.12,95,2589.89,2019,8,2213,14.198033870739993,8,0.3341,0.6942,0.6942
2,6,2022-02-04,2742,4,4,1992,6,1.14,2078241.29,1.38,164,2389.98,2022,2,1300,14.547033041534414,30,0.3341,0.6942,0.6942
2,16,2018-12-23,1200,3,1,1968,7,0.99,705525.91,1.59,34,934.82,2018,12,2439,13.466700192708453,50,0.3374,0.6942,0.6942
0,25,2021-06-16,1975,3,2,1979,1,0.85,607068.97,1.74,68,71072.59,2021,6,1533,13.316399335227015,42,0.3285,0.3058,0.1044
2,9,2020-05-25,2118,4,3,1980,1,0.9,1399673.5,2.12,112,2472.76,2020,5,1920,14.151750267553172,40,0.3341,0.6942,0.6942
2,9,2020-05-17,2763,3,2,2018,7,0.93,2046965.85,2.21,155,3769.83,2020,5,1928,14.531869670081422,2,0.3374,0.6942,0.6942
0,11,2022-12-20,3946,3,2,1990,5,1.06,2823935.88,1.29,118,64035.9,2022,12,981,14.853642526070688,32,0.3374,0.3058,0.1019
2,9,2020-07-03,2139,3,2,2013,5,0.87,803765.59,2.08,28,1393.19,2020,7,1881,13.59706419506745,7,0.3341,0.6942,0.6942
2,16,2021-03-12,2423,2,1,1989,2,0.93,1320949.66,1.84,93,2025.46,2021,3,1629,14.093862232314864,32,0.3285,0.6942,0.6942
2,16,2020-12-30,2576,1,1,1969,7,0.9,1470400.81,2.47,41,3026.58,2020,12,1701,14.201046261540364,51,0.3374,0.6942,0.6942
0,15,2023-03-29,2437,5,4,1978,3,1.11,1318113.1,2.71,41,2976.74,2023,3,882,14.091712560859031,45,0.3285,0.6942,0.6942
0,20,2020-01-17,844,3,1,2009,9,0.99,349112.93,2.64,5,18172.68,2020,1,2049,12.763153594903743,11,0.3285,0.3058,0.1044
2,16,2023-08-29,1608,5,3,1978,9,1.13,1360416.39,2.29,65,2596.13,2023,8,729,14.123302115038474,45,0.3341,0.6942,0.6942
0,20,2022-08-15,2061,5,3,1968,2,1.14,1823423.64,1.67,127,2537.6,2022,8,1108,14.416226961258703,54,0.3285,0.6942,0.6942
0,25,2024-02-20,3562,2,1,1962,8,1.08,1437245.47,1.2,174,1437.25,2024,2,554,14.178239667403203,62,0.3374,0.6942,0.6942
2,27,2023-11-02,1564,3,1,2019,6,1.07,771630.97,1.74,155,1118.86,2023,11,664,13.556262992540546,4,0.3285,0.6942,0.6942
0,21,2021-11-08,3003,5,5,1951,4,1.09,1563501.06,2.96,36,3856.64,2021,11,1388,14.262438773435928,70,0.3374,0.6942,0.6942
2,16,2023-11-07,567,5,1,2009,7,1.1,440950.91,2.13,84,13257.87,2023,11,659,12.996691100863812,14,0.3341,0.3058,0.1044
2,9,2018-04-30,1941,5,3,2011,2,1.01,1247754.35,2.58,60,2682.67,2018,4,2676,14.036856775040556,7,0.3341,0.6942,0.6942
1,12,2021-04-17,3431,5,4,2020,2,0.92,1522498.87,1.75,106,2220.31,2021,4,1593,14.235864193180307,1,0.3341,0.6942,0.6942
0,15,2018-03-19,3674,1,1,2003,7,1.0,1995123.39,1.2,15,89607.42,2018,3,2718,14.506216957239559,15,0.3285,0.3058,0.1019
0,15,2023-06-17,775,1,1,2018,5,1.05,386701.08,1.92,18,618.72,2023,6,802,12.865409856427574,5,0.3285,0.6942,0.6942
2,3,2021-11-02,3548,2,1,1984,7,1.13,1856453.26,1.62,79,2506.21,2021,11,1394,14.434178914536533,37,0.3285,0.6942,0.6942
1,4,2021-03-25,3309,1,1,1958,8,0.87,1759025.44,1.42,112,2081.51,2021,3,1616,14.380271054874493,63,0.3285,0.6942,0.6942
0,1,2024-05-03,3263,5,1,1962,4,1.11,1910881.86,1.44,151,2293.06,2024,5,481,14.463075923593758,62,0.3374,0.6942,0.6942
2,6,2021-04-23,1115,1,1,1970,7,0.94,372301.34,2.99,8,36806.72,2021,4,1587,12.827461545094884,51,0.3374,0.3058,0.0995
1,19,2022-10-06,1407,3,1,2018,7,1.12,844441.91,2.37,82,1667.77,2022,10,1056,13.646432410813427,4,0.3374,0.6942,0.6942
0,18,2021-04-13,1673,1,1,2018,5,0.94,873473.52,1.95,98,37119.51,2021,4,1597,13.680234238125072,3,0.3341,0.3058,0.1019
0,15,2019-04-03,1570,3,2,1987,7,1.01,1178438.59,2.19,5,2150.65,2019,4,2338,13.979701739968112,32,0.3374,0.6942,0.6942
2,9,2023-01-05,2981,3,1,2010,2,1.12,2224448.18,2.4,175,4448.9,2023,1,965,14.615019883383992,13,0.3374,0.6942,0.6942
0,25,2020-08-17,3878,5,3,1972,5,0.94,1548901.37,2.49,10,84132.84,2020,8,1836,14.253057089652827,48,0.3374,0.3058,0.1019
0,25,2020-11-30,2443,3,3,1990,1,0.89,1323813.05,1.02,12,1125.24,2020,11,1731,14.096027559996346,30,0.3285,0.6942,0.6942
2,24,2019-02-20,2273,5,5,2014,9,1.0,1553727.31,1.17,42,37231.16,2019,2,2380,14.256167961934882,5,0.3341,0.3058,0.0995
1,23,2020-08-25,1675,3,1,2001,5,0.86,518177.82,2.76,52,1191.81,2020,8,1828,13.158075674024756,19,0.3374,0.6942,0.6942
1,10,2019-09-27,1153,3,1,1981,6,1.0,684367.23,1.59,116,31447.64,2019,9,2161,13.436251399700632,38,0.3341,0.3058,0.0995
0,18,2020-04-15,3348,3,1,1968,7,0.92,1283229.54,2.94,168,3143.91,2020,4,1960,14.064891315686486,52,0.3374,0.6942,0.6942
0,21,2024-07-17,1660,5,5,2004,9,1.13,1566752.57,2.74,99,51820.87,2024,7,406,14.264516246686528,20,0.3341,0.3058,0.0995
0,18,2024-04-09,1279,5,1,1996,6,1.1,935472.07,2.34,94,1824.17,2024,4,505,13.74880763753688,28,0.3285,0.6942,0.6942
1,2,2019-08-26,2881,1,1,1951,10,0.99,1729015.83,2.72,115,3919.1,2019,8,2193,14.363063498568314,68,0.3341,0.6942,0.6942
2,6,2023-10-20,2837,5,3,1996,2,1.09,1165249.02,2.07,134,2010.05,2023,10,677,13.968446231398685,27,0.3374,0.6942,0.6942
2,26,2019-01-04,2970,4,2,2003,4,1.01,2126579.83,2.04,141,102698.79,2019,1,2427,14.570026003769327,16,0.3341,0.3058,0.0995
2,27,2020-09-02,2345,2,2,1962,8,0.94,1093530.36,2.36,12,2150.61,2020,9,1820,13.904922797242836,58,0.3285,0.6942,0.6942
2,3,2025-02-16,932,5,4,1992,7,1.1,764705.7,1.5,124,22555.97,2025,2,192,13.547247640599792,33,0.3374,0.3058,0.0995
1,19,2022-12-04,2318,4,4,2002,5,1.06,1592624.22,2.05,66,2720.73,2022,12,997,14.280894294420396,20,0.3341,0.6942,0.6942
1,13,2020-11-08,721,2,1,2017,7,0.87,337809.59,2.36,100,664.36,2020,11,1753,12.73024063277563,3,0.3374,0.6942,0.6942
0,21,2024-03-04,1329,1,1,2000,4,1.13,543093.14,2.71,143,1226.49,2024,3,541,13.205037954054948,24,0.3285,0.6942,0.6942
1,14,2020-03-04,1080,1,1,2007,6,0.88,691714.21,2.03,152,1170.15,2020,3,2002,13.446929603648636,13,0.3341,0.6942,0.6942
1,4,2021-10-31,1462,5,1,1954,2,1.08,1466196.01,2.88,12,3518.87,2021,10,1396,14.198182538484318,67,0.3341,0.6942,0.6942
2,27,2022-08-15,950,3,2,1979,10,1.09,684392.61,1.37,95,29852.28,2022,8,1108,13.436288484311351,43,0.3341,0.3058,0.1019
2,6,2020-10-03,1977,1,1,1967,3,0.94,1167748.02,2.18,48,48965.57,2020,10,1789,13.970588539143279,53,0.3341,0.3058,0.0995
0,1,2018-01-04,3866,3,2,1991,6,0.99,2271811.59,2.06,51,140515.93,2018,1,2792,14.636088568625182,27,0.3341,0.3058,0.0995
0,20,2021-11-08,3556,2,2,1967,6,1.06,2184785.76,1.18,119,119770.56,2021,11,1388,14.597028789072008,54,0.3374,0.3058,0.1044
2,9,2021-05-09,3304,1,1,2016,5,0.91,1079403.36,1.48,81,72361.37,2021,5,1571,13.891919928439604,5,0.3374,0.3058,0.1019
1,17,2023-02-21,2025,3,2,1995,9,1.09,1559674.58,1.06,67,52564.67,2023,2,918,14.259988396060258,28,0.3285,0.3058,0.1044
1,0,2023-04-05,2216,4,2,1989,2,1.15,1238821.21,1.8,45,1858.23,2023,4,875,14.029671655561089,34,0.3285,0.6942,0.6942
0,1,2022-12-02,2770,4,1,1975,9,1.05,1238650.97,2.41,34,2487.62,2022,12,999,14.029534225268865,47,0.3285,0.6942,0.6942
1,4,2024-11-10,1421,2,1,1950,10,1.07,1298591.35,2.07,139,2240.07,2024,11,290,14.076791428079677,74,0.3374,0.6942,0.6942
0,15,2022-05-06,2497,1,1,2008,6,1.11,1311200.15,2.21,71,2414.79,2022,5,1209,14.086454183470554,14,0.3374,0.6942,0.6942
0,18,2024-05-23,2151,2,1,1960,1,1.14,1341157.14,1.95,34,33128.77,2024,5,461,14.109044082231192,64,0.3341,0.3058,0.1044
0,21,2023-01-21,1518,3,2,1957,7,1.1,909380.33,1.67,92,1265.55,2023,1,949,13.72051979014251,66,0.3374,0.6942,0.6942
0,25,2022-07-28,2819,5,2,2018,8,1.07,2354184.2,2.71,124,5316.53,2022,7,1126,14.671705238304106,4,0.3374,0.6942,0.6942
2,27,2020-08-23,2926,2,1,2003,4,0.92,1084954.16,1.69,35,1527.98,2020,8,1830,13.897049216913764,17,0.3285,0.6942,0.6942
0,1,2025-03-14,3276,4,4,1961,9,1.07,1643932.97,1.24,160,1698.73,2025,3,166,14.312602689558082,64,0.3341,0.6942,0.6942
1,17,2020-10-20,3201,5,5,2001,4,0.94,3073854.63,1.28,65,3278.78,2020,10,1772,14.938443237111171,19,0.3341,0.6942,0.6942
0,25,2023-03-22,3059,2,2,1972,8,1.14,2294918.78,1.86,58,3557.12,2023,3,889,14.646208446617502,51,0.3341,0.6942,0.6942
1,10,2024-10-28,1054,5,5,1991,3,1.08,719212.43,1.31,109,19260.41,2024,10,303,13.485913435491339,33,0.3285,0.3058,0.0995
1,19,2021-02-27,1877,2,1,1987,3,0.88,1051362.31,2.89,126,2532.03,2021,2,1642,13.865598270429889,34,0.3374,0.6942,0.6942
1,28,2020-09-29,2236,5,1,1988,2,0.87,994854.72,3.0,17,52746.05,2020,9,1793,13.81035300060136,32,0.3285,0.3058,0.1019
0,20,2020-06-02,631,5,3,2007,6,0.94,361792.31,1.05,131,316.57,2020,6,1912,12.798828360893435,13,0.3285,0.6942,0.6942
0,1,2023-03-11,531,2,2,2021,7,1.06,398229.99,1.98,91,657.08,2023,3,900,12.89478749279747,2,0.3285,0.6942,0.6942
1,22,2018-04-02,1395,1,1,1987,9,0.99,545430.17,1.42,73,645.43,2018,4,2704,13.209331898475657,31,0.3341,0.6942,0.6942
1,17,2018-03-30,3806,5,4,2000,6,1.0,3292121.56,2.78,87,7626.75,2018,3,2707,15.007043069733722,18,0.3374,0.6942,0.6942
2,24,2018-10-24,3903,3,1,2016,4,1.0,1378363.02,1.45,101,1665.52,2018,10,2499,14.136407861127374,2,0.3341,0.6942,0.6942
2,6,2022-11-20,1326,3,2,2015,2,1.06,653893.44,2.86,142,1558.45,2022,11,1011,13.390701210684039,7,0.3374,0.6942,0.6942
0,25,2021-06-23,3748,5,3,1993,1,0.9,1846381.24,1.17,148,91344.06,2021,6,1526,14.428738736532154,28,0.3341,0.3058,0.1044
1,8,2018-03-14,1701,2,1,1998,1,1.01,825500.48,1.97,16,1355.2,2018,3,2723,13.623746335193529,20,0.3285,0.6942,0.6942
2,27,2021-07-01,1880,5,5,1955,2,1.1,950090.9,2.07,24,74854.51,2021,7,1518,13.764313995740123,66,0.3285,0.3058,0.1019
1,5,2021-08-11,2266,5,4,2015,4,1.12,1525127.49,2.6,162,3304.44,2021,8,1477,14.237589220212039,6,0.3374,0.6942,0.6942
